,customer_id,item_id
514,51.0,171.0
515,51.0,98.0
516,51.0,146.0
517,51.0,89.0
518,51.0,198.0
519,51.0,111.0
520,52.0,16.0
521,52.0,50.0
522,52.0,76.0
523,52.0,159.0
524,52.0,92.0
525,52.0,133.0
526,52.0,26.0
527,52.0,42.0
528,52.0,53.0
529,52.0,69.0
530,53.0,184.0
531,53.0,49.0
532,53.0,35.0
533,53.0,99.0
534,53.0,173.0
535,53.0,188.0
536,53.0,53.0
537,53.0,145.0
538,53.0,53.0
539,53.0,52.0
540,54.0,53.0
541,54.0,143.0
542,54.0,91.0
543,54.0,184.0
544,54.0,87.0
545,54.0,18.0
546,54.0,184.0
547,54.0,28.0
548,54.0,40.0
549,54.0,71.0
550,55.0,91.0
551,55.0,131.0
552,55.0,81.0
553,55.0,123.0
554,55.0,38.0
555,55.0,50.0
556,55.0,138.0
557,55.0,177.0
558,55.0,155.0
559,55.0,95.0
560,56.0,178.0
561,56.0,192.0
562,56.0,36.0
563,56.0,198.0
564,56.0,155.0
565,56.0,194.0
566,56.0,22.0
567,56.0,182.0
568,56.0,52.0
569,56.0,129.0
570,57.0,119.0
571,57.0,73.0
572,57.0,148.0
573,57.0,187.0
574,57.0,16.0
575,57.0,119.0
576,57.0,62.0
577,57.0,152.0
578,57.0,189.0
579,57.0,138.0
580,58.0,69.0
581,58.0,114.0
582,58.0,48.0
583,58.0,14.0
584,58.0,141.0
585,58.0,126.0
586,58.0,188.0
587,58.0,22.0
588,58.0,48.0
589,58.0,155.0
590,59.0,189.0
591,59.0,16.0
592,59.0,163.0
593,59.0,179.0
594,59.0,38.0
595,59.0,105.0
596,59.0,151.0
597,59.0,33.0
598,59.0,106.0
599,59.0,7.0
600,60.0,0.0
601,60.0,112.0
602,60.0,196.0
603,60.0,89.0
604,60.0,43.0
605,60.0,113.0
606,60.0,152.0
607,60.0,72.0
608,60.0,111.0
609,60.0,166.0
610,61.0,132.0
611,61.0,164.0
612,61.0,124.0
613,61.0,136.0
614,61.0,141.0
615,61.0,191.0
616,61.0,197.0
617,61.0,86.0
618,61.0,199.0
619,61.0,111.0
620,62.0,172.0
621,62.0,39.0
622,62.0,53.0
623,62.0,44.0
624,62.0,182.0
625,62.0,115.0
626,62.0,134.0
627,62.0,166.0
628,62.0,166.0
629,62.0,117.0
630,63.0,111.0
631,63.0,72.0
632,63.0,0.0
633,63.0,105.0
634,63.0,105.0
635,63.0,61.0
636,63.0,7.0
637,63.0,143.0
638,63.0,115.0
639,63.0,135.0
640,64.0,190.0
641,64.0,95.0
642,64.0,143.0
643,64.0,150.0
644,64.0,42.0
645,64.0,125.0
646,64.0,156.0
647,64.0,185.0
648,64.0,156.0
649,64.0,181.0
650,65.0,27.0
651,65.0,107.0
652,65.0,1.0
653,65.0,95.0
654,65.0,68.0
655,65.0,189.0
656,65.0,68.0
657,65.0,109.0
658,65.0,84.0
659,65.0,112.0
660,66.0,142.0
661,66.0,90.0
662,66.0,177.0
663,66.0,110.0
664,66.0,81.0
665,66.0,139.0
666,66.0,11.0
667,66.0,121.0
668,66.0,98.0
669,66.0,113.0
670,67.0,17.0
671,67.0,67.0
672,67.0,68.0
673,67.0,64.0
674,67.0,79.0
675,67.0,19.0
676,67.0,33.0
677,67.0,162.0
678,67.0,128.0
679,67.0,24.0
680,68.0,184.0
681,68.0,6.0
682,68.0,45.0
683,68.0,82.0
684,68.0,154.0
685,68.0,108.0
686,68.0,35.0
687,68.0,188.0
688,68.0,87.0
689,68.0,198.0
690,69.0,85.0
691,69.0,42.0
692,69.0,38.0
693,69.0,72.0
694,69.0,38.0
695,69.0,157.0
696,69.0,140.0
697,69.0,37.0
698,69.0,179.0
699,69.0,99.0
700,70.0,16.0
701,70.0,127.0
702,70.0,57.0
703,70.0,77.0
704,70.0,81.0
705,70.0,92.0
706,70.0,84.0
707,70.0,66.0
708,70.0,137.0
709,70.0,190.0
710,71.0,3.0
711,71.0,62.0
712,71.0,50.0
713,71.0,112.0
714,71.0,163.0
715,71.0,20.0
716,71.0,102.0
717,71.0,159.0
718,71.0,0.0
719,71.0,148.0
720,72.0,151.0
721,72.0,190.0
722,72.0,152.0
723,72.0,24.0
724,72.0,165.0
725,72.0,91.0
726,72.0,83.0
727,72.0,164.0
728,72.0,146.0
729,72.0,109.0
730,73.0,117.0
731,73.0,48.0
732,73.0,92.0
733,73.0,149.0
734,73.0,185.0
735,73.0,106.0
736,73.0,166.0
737,73.0,164.0
738,73.0,72.0
739,73.0,56.0
740,74.0,0.0
741,74.0,69.0
742,74.0,31.0
743,74.0,165.0
744,74.0,41.0
745,74.0,63.0
746,74.0,29.0
747,74.0,170.0
748,74.0,0.0
749,74.0,166.0
750,75.0,58.0
751,75.0,184.0
752,75.0,22.0
753,75.0,61.0
754,75.0,198.0
755,75.0,28.0
756,75.0,22.0
757,75.0,196.0
758,75.0,45.0
759,75.0,145.0
760,76.0,6.0
761,76.0,58.0
762,76.0,116.0
763,76.0,87.0
764,76.0,13.0
765,76.0,102.0
766,76.0,87.0
767,76.0,194.0
768,76.0,188.0
769,76.0,121.0
770,77.0,169.0
771,77.0,15.0
772,77.0,150.0
773,77.0,98.0
774,77.0,96.0
775,77.0,159.0
776,77.0,21.0
777,77.0,63.0
778,77.0,56.0
779,77.0,171.0
780,78.0,113.0
781,78.0,198.0
782,78.0,97.0
783,78.0,25.0
784,78.0,181.0
785,78.0,135.0
786,78.0,150.0
787,78.0,43.0
788,78.0,118.0
789,78.0,148.0
790,79.0,2.0
791,79.0,84.0
792,79.0,64.0
793,79.0,106.0
794,79.0,157.0
795,79.0,28.0
796,79.0,185.0
797,79.0,158.0
798,79.0,10.0
799,79.0,88.0
800,80.0,155.0
801,80.0,145.0
802,80.0,116.0
803,80.0,22.0
804,80.0,102.0
805,80.0,185.0
806,80.0,87.0
807,80.0,194.0
808,80.0,45.0
809,80.0,102.0
810,81.0,159.0
811,81.0,123.0
812,81.0,69.0
813,81.0,79.0
814,81.0,162.0
815,81.0,89.0
816,81.0,8.0
817,81.0,137.0
818,81.0,103.0
819,81.0,94.0
820,82.0,77.0
821,82.0,84.0
822,82.0,59.0
823,82.0,195.0
824,82.0,100.0
825,82.0,172.0
826,82.0,139.0
827,82.0,30.0
828,82.0,20.0
829,82.0,176.0
830,83.0,72.0
831,83.0,139.0
832,83.0,166.0
833,83.0,12.0
834,83.0,183.0
835,83.0,21.0
836,83.0,193.0
837,83.0,56.0
838,83.0,30.0
839,83.0,19.0
840,84.0,53.0
841,84.0,62.0
842,84.0,39.0
843,84.0,8.0
844,84.0,86.0
845,84.0,91.0
846,84.0,176.0
847,84.0,157.0
848,84.0,158.0
849,84.0,69.0
850,85.0,159.0
851,85.0,28.0
852,85.0,147.0
853,85.0,22.0
854,85.0,48.0
855,85.0,184.0
856,85.0,44.0
857,85.0,69.0
858,85.0,155.0
859,85.0,133.0
860,86.0,49.0
861,86.0,185.0
862,86.0,25.0
863,86.0,192.0
864,86.0,48.0
865,86.0,147.0
866,86.0,192.0
867,86.0,172.0
868,86.0,37.0
869,86.0,145.0
870,87.0,169.0
871,87.0,193.0
872,87.0,115.0
873,87.0,23.0
874,87.0,66.0
875,87.0,9.0
876,87.0,58.0
877,87.0,175.0
878,87.0,46.0
879,87.0,62.0
880,88.0,45.0
881,88.0,41.0
882,88.0,58.0
883,88.0,22.0
884,88.0,192.0
885,88.0,198.0
886,88.0,126.0
887,88.0,87.0
888,88.0,83.0
889,88.0,21.0
890,89.0,144.0
891,89.0,99.0
892,89.0,165.0
893,89.0,162.0
894,89.0,181.0
895,89.0,85.0
896,89.0,34.0
897,89.0,90.0
898,89.0,41.0
899,89.0,172.0
900,90.0,96.0
901,90.0,127.0
902,90.0,81.0
903,90.0,11.0
904,90.0,175.0
905,90.0,165.0
906,90.0,107.0
907,90.0,144.0
908,90.0,156.0
909,90.0,41.0
910,91.0,21.0
911,91.0,99.0
912,91.0,36.0
913,91.0,189.0
914,91.0,99.0
915,91.0,131.0
916,91.0,84.0
917,91.0,98.0
918,91.0,199.0
919,91.0,46.0
920,92.0,113.0
921,92.0,98.0
922,92.0,112.0
923,92.0,85.0
924,92.0,83.0
925,92.0,185.0
926,92.0,3.0
927,92.0,174.0
928,92.0,64.0
929,92.0,161.0
930,93.0,157.0
931,93.0,194.0
932,93.0,55.0
933,93.0,129.0
934,93.0,189.0
935,93.0,38.0
936,93.0,95.0
937,93.0,19.0
938,93.0,150.0
939,93.0,85.0
940,94.0,152.0
941,94.0,47.0
942,94.0,69.0
943,94.0,9.0
944,94.0,70.0
945,94.0,106.0
946,94.0,40.0
947,94.0,70.0
948,94.0,135.0
949,94.0,123.0
950,95.0,62.0
951,95.0,190.0
952,95.0,124.0
953,95.0,103.0
954,95.0,110.0
955,95.0,10.0
956,95.0,64.0
957,95.0,103.0
958,95.0,14.0
959,95.0,112.0
960,96.0,41.0
961,96.0,41.0
962,96.0,56.0
963,96.0,102.0
964,96.0,160.0
965,96.0,27.0
966,96.0,58.0
967,96.0,192.0
968,96.0,53.0
969,96.0,160.0
970,97.0,49.0
971,97.0,28.0
972,97.0,167.0
973,97.0,42.0
974,97.0,37.0
975,97.0,30.0
976,97.0,72.0
977,97.0,93.0
978,97.0,132.0
979,97.0,129.0
980,98.0,142.0
981,98.0,167.0
982,98.0,185.0
983,98.0,109.0
984,98.0,178.0
985,98.0,176.0
986,98.0,170.0
987,98.0,43.0
988,98.0,165.0
989,98.0,107.0
990,99.0,101.0
991,99.0,106.0
992,99.0,165.0
993,99.0,2.0
994,99.0,28.0
995,99.0,45.0
996,99.0,10.0
997,99.0,107.0
998,99.0,170.0
999,99.0,125.0
1000,100.0,181.0
1001,100.0,131.0
1002,100.0,76.0
1003,100.0,24.0
1004,100.0,84.0
1005,100.0,7.0
1006,100.0,179.0
1007,100.0,191.0
1008,100.0,76.0
1009,100.0,81.0
1010,101.0,43.0
1011,101.0,116.0
1012,101.0,44.0
1013,101.0,198.0
1014,101.0,116.0
1015,101.0,116.0
1016,101.0,99.0
1017,101.0,22.0
1018,101.0,31.0
1019,101.0,114.0
1020,102.0,82.0
1021,102.0,18.0
1022,102.0,6.0
1023,102.0,44.0
1024,102.0,18.0
1025,102.0,14.0
1026,102.0,83.0
1027,102.0,116.0
1028,102.0,196.0
1029,102.0,14.0
1030,103.0,45.0
1031,103.0,155.0
1032,103.0,141.0
1033,103.0,145.0
1034,103.0,53.0
1035,103.0,53.0
1036,103.0,133.0
1037,103.0,143.0
1038,103.0,116.0
1039,103.0,69.0
1040,104.0,82.0
1041,104.0,54.0
1042,104.0,180.0
1043,104.0,125.0
1044,104.0,111.0
1045,104.0,163.0
1046,104.0,119.0
1047,104.0,17.0
1048,104.0,73.0
1049,104.0,90.0
1050,105.0,94.0
1051,105.0,46.0
1052,105.0,122.0
1053,105.0,104.0
1054,105.0,19.0
1055,105.0,159.0
1056,105.0,101.0
1057,105.0,112.0
1058,105.0,62.0
1059,105.0,149.0
1060,106.0,192.0
1061,106.0,45.0
1062,106.0,87.0
1063,106.0,58.0
1064,106.0,101.0
1065,106.0,29.0
1066,106.0,159.0
1067,106.0,119.0
1068,106.0,13.0
1069,106.0,155.0
1070,107.0,149.0
1071,107.0,75.0
1072,107.0,117.0
1073,107.0,151.0
1074,107.0,158.0
1075,107.0,83.0
1076,107.0,135.0
1077,107.0,27.0
1078,107.0,75.0
1079,107.0,80.0
1080,108.0,108.0
1081,108.0,185.0
1082,108.0,33.0
1083,108.0,140.0
1084,108.0,148.0
1085,108.0,134.0
1086,108.0,138.0
1087,108.0,163.0
1088,108.0,3.0
1089,108.0,194.0
1090,109.0,181.0
1091,109.0,60.0
1092,109.0,179.0
1093,109.0,107.0
1094,109.0,166.0
1095,109.0,96.0
1096,109.0,148.0
1097,109.0,41.0
1098,109.0,79.0
1099,109.0,14.0
1100,110.0,47.0
1101,110.0,25.0
1102,110.0,93.0
1103,110.0,6.0
1104,110.0,25.0
1105,110.0,32.0
1106,110.0,182.0
1107,110.0,44.0
1108,110.0,196.0
1109,110.0,168.0
1110,111.0,44.0
1111,111.0,35.0
1112,111.0,71.0
1113,111.0,48.0
1114,111.0,178.0
1115,111.0,18.0
1116,111.0,188.0
1117,111.0,155.0
1118,111.0,178.0
1119,111.0,61.0
1120,112.0,197.0
1121,112.0,35.0
1122,112.0,28.0
1123,112.0,76.0
1124,112.0,65.0
1125,112.0,191.0
1126,112.0,88.0
1127,112.0,164.0
1128,112.0,191.0
1129,112.0,192.0
1130,113.0,137.0
1131,113.0,174.0
1132,113.0,100.0
1133,113.0,171.0
1134,113.0,106.0
1135,113.0,69.0
1136,113.0,171.0
1137,113.0,169.0
1138,113.0,196.0
1139,113.0,194.0
1140,114.0,145.0
1141,114.0,195.0
1142,114.0,45.0
1143,114.0,13.0
1144,114.0,132.0
1145,114.0,13.0
1146,114.0,82.0
1147,114.0,71.0
1148,114.0,28.0
1149,114.0,198.0
1150,115.0,94.0
1151,115.0,176.0
1152,115.0,51.0
1153,115.0,177.0
1154,115.0,115.0
1155,115.0,23.0
1156,115.0,180.0
1157,115.0,96.0
1158,115.0,132.0
1159,115.0,49.0
1160,116.0,28.0
1161,116.0,87.0
1162,116.0,139.0
1163,116.0,173.0
1164,116.0,35.0
1165,116.0,37.0
1166,116.0,28.0
1167,116.0,22.0
1168,116.0,155.0
1169,116.0,178.0
1170,117.0,44.0
1171,117.0,164.0
1172,117.0,187.0
1173,117.0,181.0
1174,117.0,26.0
1175,117.0,1.0
1176,117.0,170.0
1177,117.0,32.0
1178,117.0,126.0
1179,117.0,117.0
1180,118.0,155.0
1181,118.0,56.0
1182,118.0,28.0
1183,118.0,18.0
1184,118.0,14.0
1185,118.0,87.0
1186,118.0,116.0
1187,118.0,22.0
1188,118.0,37.0
1189,118.0,173.0
1190,119.0,192.0
1191,119.0,142.0
1192,119.0,3.0
1193,119.0,42.0
1194,119.0,75.0
1195,119.0,191.0
1196,119.0,33.0
1197,119.0,137.0
1198,119.0,70.0
1199,119.0,72.0
1200,120.0,100.0
1201,120.0,109.0
1202,120.0,87.0
1203,120.0,61.0
1204,120.0,105.0
1205,120.0,128.0
1206,120.0,98.0
1207,120.0,15.0
1208,120.0,172.0
1209,120.0,170.0
1210,121.0,44.0
1211,121.0,194.0
1212,121.0,25.0
1213,121.0,58.0
1214,121.0,198.0
1215,121.0,198.0
1216,121.0,121.0
1217,121.0,52.0
1218,121.0,108.0
1219,121.0,173.0
1220,122.0,100.0
1221,122.0,1.0
1222,122.0,53.0
1223,122.0,165.0
1224,122.0,60.0
1225,122.0,197.0
1226,122.0,79.0
1227,122.0,186.0
1228,122.0,156.0
1229,122.0,40.0
1230,123.0,174.0
1231,123.0,69.0
1232,123.0,137.0
1233,123.0,149.0
1234,123.0,182.0
1235,123.0,44.0
1236,123.0,12.0
1237,123.0,39.0
1238,123.0,166.0
1239,123.0,179.0
1240,124.0,23.0
1241,124.0,81.0
1242,124.0,8.0
1243,124.0,17.0
1244,124.0,77.0
1245,124.0,64.0
1246,124.0,82.0
1247,124.0,69.0
1248,124.0,58.0
1249,124.0,146.0
1250,125.0,149.0
1251,125.0,50.0
1252,125.0,85.0
1253,125.0,88.0
1254,125.0,127.0
1255,125.0,119.0
1256,125.0,5.0
1257,125.0,75.0
1258,125.0,94.0
1259,125.0,14.0
1260,126.0,144.0
1261,126.0,173.0
1262,126.0,188.0
1263,126.0,114.0
1264,126.0,198.0
1265,126.0,13.0
1266,126.0,13.0
1267,126.0,194.0
1268,126.0,133.0
1269,126.0,40.0
1270,127.0,13.0
1271,127.0,23.0
1272,127.0,81.0
1273,127.0,159.0
1274,127.0,132.0
1275,127.0,127.0
1276,127.0,156.0
1277,127.0,74.0
1278,127.0,105.0
1279,127.0,65.0
1280,128.0,22.0
1281,128.0,143.0
1282,128.0,48.0
1283,128.0,18.0
1284,128.0,13.0
1285,128.0,45.0
1286,128.0,18.0
1287,128.0,82.0
1288,128.0,56.0
1289,128.0,35.0
1290,129.0,139.0
1291,129.0,116.0
1292,129.0,15.0
1293,129.0,197.0
1294,129.0,20.0
1295,129.0,23.0
1296,129.0,97.0
1297,129.0,3.0
1298,129.0,1.0
1299,129.0,123.0
1300,130.0,149.0
1301,130.0,40.0
1302,130.0,76.0
1303,130.0,19.0
1304,130.0,139.0
1305,130.0,9.0
1306,130.0,97.0
1307,130.0,169.0
1308,130.0,95.0
1309,130.0,12.0
1310,131.0,125.0
1311,131.0,118.0
1312,131.0,144.0
1313,131.0,30.0
1314,131.0,175.0
1315,131.0,72.0
1316,131.0,96.0
1317,131.0,120.0
1318,131.0,26.0
1319,131.0,54.0
1320,132.0,89.0
1321,132.0,144.0
1322,132.0,91.0
1323,132.0,131.0
1324,132.0,190.0
1325,132.0,93.0
1326,132.0,135.0
1327,132.0,110.0
1328,132.0,163.0
1329,132.0,122.0
1330,133.0,112.0
1331,133.0,98.0
1332,133.0,69.0
1333,133.0,149.0
1334,133.0,179.0
1335,133.0,119.0
1336,133.0,145.0
1337,133.0,54.0
1338,133.0,182.0
1339,133.0,18.0
1340,134.0,145.0
1341,134.0,14.0
1342,134.0,48.0
1343,134.0,12.0
1344,134.0,198.0
1345,134.0,22.0
1346,134.0,37.0
1347,134.0,173.0
1348,134.0,35.0
1349,134.0,188.0
1350,135.0,35.0
1351,135.0,198.0
1352,135.0,18.0
1353,135.0,132.0
1354,135.0,143.0
1355,135.0,198.0
1356,135.0,189.0
1357,135.0,48.0
1358,135.0,133.0
1359,135.0,25.0
1360,136.0,137.0
